node_id,x,y,added
295,567627.5390400001,1488027.9973333334,2
296,567818.69184,1487955.5191555556,2
297,567935.465184,1487909.363248889,2
298,568053.119232,1487874.40528,2
299,568171.653984,1487850.645248889,2
300,568291.0694399999,1487838.0831555557,2
301,562149.0764400001,1487337.7939333334,2
302,562160.6156639999,1487275.26816,2
303,562173.969672,1487214.09468,2
304,562189.1384640001,1487154.2734933335,2
305,562206.12204,1487095.8046000001,2
306,562264.48536,1486966.1208555559,2
307,562301.635056,1486890.3746355558,2
308,562336.369488,1486811.44934,2
309,562368.688656,1486729.3449688891,2
310,562398.59256,1486644.0615222221,2
311,562473.6525600001,1486504.027988889,2
312,562522.4115360001,1486457.2493155557,2
313,562572.3581279999,1486415.26298,2
314,562623.4923360001,1486378.0689822221,2
315,562675.8141600001,1486345.6673222221,2
316,562779.3802799999,1486285.5555111114,2
317,562828.1292480001,1486248.6165511115,2
318,562875.570504,1486207.2411200001,2
319,562921.704048,1486161.429217778,2
320,562966.52988,1486111.1808444445,2
321,563052.4986,1486007.9498555558,2
322,563096.0834400001,1485963.6978355555,2
323,563140.80252,1485923.7399399998,2
324,563186.65584,1485888.076168889,2
325,563233.6434,1485856.7065222221,2
326,563328.4692,1485790.9008444445,2
327,563373.7053600001,1485748.0900844447,2
328,563417.47368,1485701.19872,2
329,563459.77416,1485650.2267511112,2
330,563500.6068,1485595.1741777777,2
331,563624.50584,1485501.9667666669,2
332,563709.453744,1485476.0062933334,2
333,563794.815312,1485458.15958,2
334,563880.590544,1485448.426626667,2
335,563966.7794400001,1485446.8074333335,2
336,564116.3656800002,1485455.5558222223,2
337,564178.9757280002,1485451.9259822224,2
338,564241.2121440001,1485442.41248,2
339,564303.0749280001,1485427.0153155555,2
340,564364.56408,1485405.7344888889,2
341,564478.5718800002,1485367.3898555553,2
342,564531.4241280002,1485361.2155688892,2
343,564584.236344,1485360.04714,2
344,564637.008528,1485363.884568889,2
345,564689.7406800002,1485372.7278555555,2
346,564815.14092,1485411.9621555558,2
347,564888.0892320002,1485430.396048889,2
348,564961.277736,1485441.87868,2
349,565034.706432,1485446.410048889,2
350,565108.37532,1485443.9901555558,2
351,565272.87384696,1485502.6993182001,2
352,565360.823770656,1485578.7437900535,2
353,565446.134171088,1485662.75241556,2
354,565528.805048256,1485754.72519472,2
355,565608.83640216,1485854.6621275335,2
356,565736.3344890961,1486017.6387466646,2
357,565787.7139418017,1486067.66129057,2
358,565840.3665909168,1486112.630845716,2
359,565894.2924364416,1486152.547412103,2
360,565949.491478376,1486187.410989731,2
361,566068.8893036161,1486248.3850657756,2
362,566130.4567301858,1486285.1933195079,2
